GSM,GSE,Cell Type,In Situ Site,Disease,PubMed ID,Release Date,FRiP,Number of Peaks,Motif Overlap Ratio
GSM3946569,GSE134436,KB,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,31701553,9/18/19,0.087,25159,0.848
GSM3946570,GSE134436,KB,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,31701553,9/18/19,0.155,33483,0.826
GSM3946571,GSE134436,KB,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,31701553,9/18/19,0.395,65027,0.762
GSM3946572,GSE134436,KB,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,31701553,9/18/19,0.313,61831,0.77
GSM3967075,GSE115896,T-cell,Peripheral blood,,32203470,8/4/19,0.357,32665,0.834
GSM3967076,GSE115896,T-cell,Peripheral blood,,32203470,8/4/19,0.335,38784,0.807
GSM3967081,GSE115896,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",32203470,8/4/19,0.077,38879,0.854
GSM3967082,GSE115896,T-ALL,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",32203470,8/4/19,0.078,39025,0.856
GSM3967084,GSE115896,Jurkat,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",32203470,8/4/19,0.053,35254,0.868
GSM3967085,GSE115896,Jurkat,Peripheral blood,"Childhood T acute lymphoblastic leukemia, Precursor T-cell acute lymphoblastic leukemia",32203470,8/4/19,0.076,45240,0.831
GSM3967087,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.148,42032,0.817
GSM3967088,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.099,35282,0.846
GSM3967089,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.053,21241,0.904
GSM3967090,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.056,24761,0.896
GSM3967091,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.054,22518,0.908
GSM3967093,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.084,26612,0.88
GSM3967094,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.054,28612,0.871
GSM3967095,GSE115896,CUTLL1,Pleural effusion,"Childhood T lymphoblastic lymphoma, T-cell non-Hodgkin lymphoma",32203470,8/4/19,0.111,35928,0.843
GSM3985193,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.154,39777,0.867
GSM3985194,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.165,46507,0.858
GSM3985197,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.151,41023,0.868
GSM3985198,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.22,49210,0.853
GSM3985201,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.148,41022,0.861
GSM3985202,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.2,50230,0.849
GSM3985218,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.109,42990,0.848
GSM3985219,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.117,45096,0.836
GSM3985220,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.133,44080,0.836
GSM3985221,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.025,20377,0.932
GSM3985222,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.037,24612,0.908
GSM3985223,GSE135093,IMR-90,Fetal lung,,33247104,10/5/20,0.059,29338,0.9
GSM4018820,GSE135580,HT-1080,"Bone, pelvis, acetabulum",Fibrosarcoma,31819993,11/25/19,0.045,34498,0.844
GSM4018826,GSE135580,HT-1080,"Bone, pelvis, acetabulum",Fibrosarcoma,31819993,11/25/19,0.014,13131,0.5
GSM4027070,GSE135740,BC-3,Pleural effusion,Primary effusion lymphoma,32843547,8/13/20,0.219,47429,0.86
GSM4051099,GSE136502,pancreas,Pancreas,,22955616,8/30/19,0.084,31759,0.894
GSM4051130,GSE136519,lung,Lung,,22955616,8/30/19,0.113,30408,0.89
GSM4051131,GSE136519,lung,Lung,,22955616,8/30/19,0.033,16720,0.947
GSM4052952,GSE126637,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",31905366,1/6/20,0.192,62062,0.75
GSM4073237,GSE137216,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",31937660,1/1/20,0.29,62748,0.797
GSM4073238,GSE137216,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",31937660,1/1/20,0.219,47855,0.842
GSM4073240,GSE137216,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",31937660,1/1/20,0.14,38198,0.885
GSM4073241,GSE137216,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",31937660,1/1/20,0.14,38271,0.885
GSM4073242,GSE137216,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",31937660,1/1/20,0.399,89115,0.746
GSM4073243,GSE137216,MCF-7,Breast,Invasive breast carcinoma of no special type,31937660,1/1/20,0.244,69560,0.811
GSM4073244,GSE137216,MCF-7,Breast,Invasive breast carcinoma of no special type,31937660,1/1/20,0.209,57223,0.839
GSM4075108,GSE137311,retina,Retina,,32265282,3/3/20,0.113,44772,0.7
GSM4075135,GSE137311,retina,Retina,,32265282,3/3/20,0.134,39145,0.74
GSM4075137,GSE137311,retina,Retina,,32265282,3/3/20,0.21,50520,0.699
GSM4089767,GSE137848,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,32885250,8/14/20,0.268,65308,0.786
GSM4089768,GSE137848,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,32885250,8/14/20,0.15,46676,0.845
GSM4096231,GSE137983,erythroid,Erythroid,,33046896,7/8/20,0.169,58601,0.824
GSM4096232,GSE137983,erythroid,Erythroid,,33046896,7/8/20,0.039,31231,0.898
GSM4096233,GSE137983,erythroid,Erythroid,,33046896,7/8/20,0.025,22972,0.924
GSM4099493,GSE138105,SLK,Metastatic; Skin,"Clear cell renal carcinoma, Clear cell renal cell carcinoma",31666380,10/24/19,0.137,42291,0.821
GSM4106807,GSE138405,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,32065581,2/27/20,0.132,43305,0.866
GSM4106808,GSE138405,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,32065581,2/27/20,0.131,47866,0.86
GSM4112813,GSE138543,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,33836078,3/22/21,0.127,49373,0.836
GSM4112814,GSE138543,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,33836078,3/22/21,0.111,45707,0.849
GSM4112815,GSE138543,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,33836078,3/22/21,0.126,47798,0.849
GSM4112816,GSE138543,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,33836078,3/22/21,0.119,46308,0.853
GSM4141365,GSE139417,GBM3565,Brain,Glioblastoma,31761532,11/25/19,0.082,35676,0.862
GSM4141366,GSE139417,GSC23,Brain,Glioblastoma,31761532,11/25/19,0.04,30478,0.777
GSM4145976,GSE139679,HEC-1-B,"Uterus, endometrium",Type II endometrial adenocarcinoma,32293525,3/1/20,0.249,23410,0.929
GSM4146353,GSE139696,tibial_artery,Tibial artery,,22955616,11/1/19,0.159,32819,0.864
GSM4146354,GSE139696,tibial_artery,Tibial artery,,22955616,11/1/19,0.075,26641,0.898
GSM4146441,GSE139729,right_atrium,Right atrium,,22955616,11/1/19,0.183,53244,0.786
GSM4146442,GSE139729,right_atrium,Right atrium,,22955616,11/1/19,0.194,51178,0.794
GSM4146443,GSE139729,right_atrium,Right atrium,,22955616,11/1/19,0.017,11234,0.954
GSM4146469,GSE139743,spleen,Spleen,,22955616,11/1/19,0.102,25141,0.899
GSM4146470,GSE139743,spleen,Spleen,,22955616,11/1/19,0.131,27620,0.886
GSM4146471,GSE139743,spleen,Spleen,,22955616,11/1/19,0.097,21183,0.916
GSM4146472,GSE139743,spleen,Spleen,,22955616,11/1/19,0.135,27281,0.889
GSM4146554,GSE139781,prostate,Prostate,,22955616,11/1/19,0.052,25853,0.904
GSM4146555,GSE139781,prostate,Prostate,,22955616,11/1/19,0.052,25375,0.908
GSM4146556,GSE139782,suprapubic_skin,Suprapubic skin,,22955616,11/1/19,0.06,22731,0.909
GSM4146557,GSE139782,suprapubic_skin,Suprapubic skin,,22955616,11/1/19,0.093,30823,0.884
GSM4148089,GSE139886,epithelial,Epithelial,,33411704,1/19/22,0.184,49719,0.815
GSM4148090,GSE139886,epithelial,Epithelial,,33411704,1/19/22,0.224,36233,0.885
GSM4148091,GSE139886,epithelial,Epithelial,,33411704,1/19/22,0.231,51151,0.843
GSM4148092,GSE139886,epithelial,Epithelial,,33411704,1/19/22,0.404,51187,0.829
GSM4158368,GSE140254,MCF-10A,Breast,,33239721,1/26/21,0.026,20989,0.813
GSM4158370,GSE140254,MCF-10A,Breast,,33239721,1/26/21,0.051,22515,0.901
GSM4158372,GSE140254,MCF-10A,Breast,,33239721,1/26/21,0.019,13775,0.927
GSM4158374,GSE140254,MCF-10A,Breast,,33239721,1/26/21,0.085,30172,0.888
GSM4189030,GSE140868,HEC-1-B,"Uterus, endometrium",Type II endometrial adenocarcinoma,32293525,3/1/20,0.276,44278,0.861
GSM4189031,GSE140868,HEC-1-B,"Uterus, endometrium",Type II endometrial adenocarcinoma,32293525,3/1/20,0.192,36624,0.877
GSM4189032,GSE140868,HEC-1-B,"Uterus, endometrium",Type II endometrial adenocarcinoma,32293525,3/1/20,0.127,27064,0.915
GSM4189033,GSE140868,HEC-1-B,"Uterus, endometrium",Type II endometrial adenocarcinoma,32293525,3/1/20,0.16,25939,0.923
GSM4189034,GSE140868,HEC-1-B,"Uterus, endometrium",Type II endometrial adenocarcinoma,32293525,3/1/20,0.241,42638,0.842
GSM4189038,GSE140868,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",32293525,3/1/20,0.209,39640,0.876
GSM4189723,GSE193886,bladder,Bladder,,36944729,3/22/23,0.139,55486,0.791
GSM4194671,GSE141139,U2OS,"Bone, tibia",Osteosarcoma,32499403,6/11/20,0.058,25626,0.928
GSM4194675,GSE141139,U2OS,"Bone, tibia",Osteosarcoma,32499403,6/11/20,0.026,17526,0.952
GSM4199229,GSE141278,SH-SY5Y,Metastatic; Bone marrow,Neuroblastoma,35015830,9/28/22,0.352,65222,0.809
GSM4221656,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.163,50892,0.832
GSM4221657,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.161,47347,0.835
GSM4221658,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.183,49502,0.84
GSM4221659,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.184,53132,0.83
GSM4221660,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.18,49997,0.836
GSM4221661,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.189,48445,0.84
GSM4221662,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.128,35683,0.879
GSM4221663,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.146,38711,0.868
GSM4221664,GSE142161,BLaER,B-cell precursor,B-cell Precursor Leukemia,32514124,5/6/20,0.026,25833,0.91
GSM4230463,GSE142494,memory_B,Memory B,,32843533,8/24/20,0.241,53000,0.783
GSM4238557,GSE142746,DLD-1,Colon,Colon adenocarcinoma,36179046,9/30/22,0.294,47021,0.83
GSM4238559,GSE142746,DLD-1,Colon,Colon adenocarcinoma,36179046,9/30/22,0.197,38350,0.863
GSM4247163,GSE142884,thyroid_gland,Thyroid gland,,22955616,1/6/20,0.161,47905,0.819
GSM4247166,GSE142886,stomach,Stomach,,22955616,1/6/20,0.048,21538,0.934
GSM4247167,GSE142886,stomach,Stomach,,22955616,1/6/20,0.05,27700,0.908
GSM4247214,GSE142896,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,1/6/20,0.213,53891,0.768
GSM4247215,GSE142896,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,1/6/20,0.148,38772,0.842
GSM4247271,GSE142922,stomach,Stomach,,22955616,1/6/20,0.094,32262,0.888
GSM4247272,GSE142922,stomach,Stomach,,22955616,1/6/20,0.064,26070,0.918
GSM4247291,GSE142932,lung,Lung,,22955616,1/6/20,0.054,25855,0.903
GSM4247292,GSE142933,spleen,Spleen,,22955616,1/6/20,0.071,28442,0.849
GSM4247293,GSE142933,spleen,Spleen,,22955616,1/6/20,0.097,26097,0.839
GSM4247294,GSE142933,spleen,Spleen,,22955616,1/6/20,0.12,34529,0.838
GSM4247295,GSE142933,spleen,Spleen,,22955616,1/6/20,0.06,18976,0.907
GSM4247296,GSE142934,prostate,Prostate,,22955616,1/6/20,0.012,10546,0.96
GSM4247297,GSE142934,prostate,Prostate,,22955616,1/6/20,0.013,11393,0.957
GSM4247300,GSE142936,colon,Colon,,22955616,1/6/20,0.031,16216,0.95
GSM4247301,GSE142936,colon,Colon,,22955616,1/6/20,0.035,19735,0.941
GSM4247302,GSE142936,colon,Colon,,22955616,1/6/20,0.065,27443,0.906
GSM4247303,GSE142936,colon,Colon,,22955616,1/6/20,0.07,31766,0.84
GSM4247312,GSE142941,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,1/6/20,0.018,14475,0.952
GSM4247329,GSE142947,gastroesophageal_sphincter,Gastroesophageal sphincter,,22955616,1/6/20,0.257,49871,0.781
GSM4247330,GSE142947,gastroesophageal_sphincter,Gastroesophageal sphincter,,22955616,1/6/20,0.27,48006,0.789
GSM4247345,GSE142953,thyroid_gland,Thyroid gland,,22955616,1/6/20,0.012,12372,0.955
GSM4247346,GSE142953,thyroid_gland,Thyroid gland,,22955616,1/6/20,0.013,11797,0.954
GSM4247372,GSE142965,right_atrium_auricular_region,Right atrium auricular region,,22955616,1/6/20,0.035,23458,0.927
GSM4247383,GSE142970,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,1/6/20,0.091,28511,0.903
GSM4247384,GSE142970,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,1/6/20,0.086,30205,0.892
GSM4247385,GSE142971,coronary_artery,Coronary artery,,22955616,1/6/20,0.033,19767,0.935
GSM4247446,GSE142981,lung,Lung,,22955616,1/6/20,0.06,27036,0.908
GSM4247447,GSE142981,lung,Lung,,22955616,1/6/20,0.081,35264,0.869
GSM4247669,GSE142997,thyroid_gland,Thyroid gland,,22955616,1/6/20,0.025,12531,0.949
GSM4247670,GSE142997,thyroid_gland,Thyroid gland,,22955616,1/6/20,0.03,15607,0.942
GSM4248412,GSE143005,peyers_patch,Peyers patch,,22955616,1/6/20,0.018,17408,0.923
GSM4248447,GSE143009,thoracic_aorta,Thoracic aorta,,22955616,1/6/20,0.106,36662,0.81
GSM4248452,GSE143010,ascending_aorta,Ascending aorta,,22955616,1/6/20,0.069,29311,0.884
GSM4248457,GSE143013,peyers_patch,Peyers patch,,22955616,1/6/20,0.078,25530,0.925
GSM4248458,GSE143013,peyers_patch,Peyers patch,,22955616,1/6/20,0.081,31922,0.897
GSM4248463,GSE143016,pancreas,Pancreas,,22955616,1/6/20,0.027,10379,0.952
GSM4248464,GSE143016,pancreas,Pancreas,,22955616,1/6/20,0.02,20434,0.94
GSM4249037,GSE143020,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,1/6/20,0.092,28175,0.882
GSM4249038,GSE143020,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,1/6/20,0.142,34537,0.845
GSM4249039,GSE143021,spleen,Spleen,,22955616,1/6/20,0.082,25160,0.924
GSM4249040,GSE143021,spleen,Spleen,,22955616,1/6/20,0.077,25658,0.924
GSM4249041,GSE143021,spleen,Spleen,,22955616,1/6/20,0.143,33017,0.868
GSM4249042,GSE143021,spleen,Spleen,,22955616,1/6/20,0.086,25687,0.902
GSM4249043,GSE143022,spleen,Spleen,,22955616,1/6/20,0.082,22113,0.927
GSM4249044,GSE143022,spleen,Spleen,,22955616,1/6/20,0.087,30378,0.883
GSM4249045,GSE143022,spleen,Spleen,,22955616,1/6/20,0.038,17685,0.934
GSM4249047,GSE143022,spleen,Spleen,,22955616,1/6/20,0.092,29098,0.9
GSM4249068,GSE143026,93-VU147T,"Oral cavity, floor of mouth",Floor of mouth squamous cell carcinoma,,2/14/20,0.134,31083,0.896
GSM4249070,GSE143026,HMS001,"Oral cavity, tonsil, tonsillar fossa","Tonsillar squamous cell carcinoma, Squamous cell carcinoma of the oral cavity",,2/14/20,0.038,21212,0.927
GSM4249072,GSE143026,SiHa,"Uterus, cervix","Human papillomavirus-related cervical squamous cell carcinoma, Squamous cell carcinoma of the cervix uteri",,2/14/20,0.162,42406,0.843
GSM4249074,GSE143026,93-VU147T,"Oral cavity, floor of mouth",Floor of mouth squamous cell carcinoma,,2/14/20,0.027,14309,0.937
GSM4249076,GSE143026,Ca-Ski,Metastatic; Small intestine,"Human papillomavirus-related cervical squamous cell carcinoma, Squamous cell carcinoma of the cervix uteri",,2/14/20,0.078,30333,0.897
GSM4249078,GSE143026,HMS001,"Oral cavity, tonsil, tonsillar fossa","Tonsillar squamous cell carcinoma, Squamous cell carcinoma of the oral cavity",,2/14/20,0.035,20138,0.919
GSM4249080,GSE143026,tongue,Tongue,"Xeroderma pigmentosum, Xeroderma pigmentosum, complementation group C",,2/14/20,0.087,34167,0.896
GSM4249083,GSE143026,93-VU147T,"Oral cavity, floor of mouth",Floor of mouth squamous cell carcinoma,,2/14/20,0.16,39825,0.862
GSM4249084,GSE143026,Ca-Ski,Metastatic; Small intestine,"Human papillomavirus-related cervical squamous cell carcinoma, Squamous cell carcinoma of the cervix uteri",,2/14/20,0.077,31176,0.897
GSM4249085,GSE143026,HMS001,"Oral cavity, tonsil, tonsillar fossa","Tonsillar squamous cell carcinoma, Squamous cell carcinoma of the oral cavity",,2/14/20,0.149,43931,0.862
GSM4249086,GSE143026,tongue,Tongue,"Xeroderma pigmentosum, Xeroderma pigmentosum, complementation group C",,2/14/20,0.151,37091,0.877
GSM4249087,GSE143026,SiHa,"Uterus, cervix","Human papillomavirus-related cervical squamous cell carcinoma, Squamous cell carcinoma of the cervix uteri",,2/14/20,0.047,28129,0.89
GSM4249098,GSE143027,colon,Colon,,22955616,1/6/20,0.144,29520,0.901
GSM4249099,GSE143027,colon,Colon,,22955616,1/6/20,0.084,29956,0.904
GSM4249100,GSE143027,colon,Colon,,22955616,1/6/20,0.1,27431,0.912
GSM4249101,GSE143027,colon,Colon,,22955616,1/6/20,0.072,32765,0.889
GSM4250584,GSE143054,uterus,Uterus,,22955616,1/6/20,0.04,17099,0.925
GSM4250585,GSE143054,uterus,Uterus,,22955616,1/6/20,0.067,31824,0.856
GSM4250586,GSE143055,pancreas,Pancreas,,22955616,1/6/20,0.052,29385,0.91
GSM4250587,GSE143055,pancreas,Pancreas,,22955616,1/6/20,0.042,22575,0.937
GSM4250620,GSE143057,tibial_nerve,Tibial nerve,,22955616,1/6/20,0.069,29460,0.908
GSM4250661,GSE143075,testis,Testis,,22955616,1/6/20,0.075,32236,0.865
GSM4250662,GSE143075,testis,Testis,,22955616,1/6/20,0.072,28953,0.915
GSM4250663,GSE143076,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,1/6/20,0.06,31455,0.896
GSM4250664,GSE143076,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,1/6/20,0.094,29669,0.903
GSM4250700,GSE143094,tibial_nerve,Tibial nerve,,22955616,1/6/20,0.066,27444,0.9
GSM4250701,GSE143094,tibial_nerve,Tibial nerve,,22955616,1/6/20,0.064,25160,0.907
GSM4250710,GSE143098,gastroesophageal_sphincter,Gastroesophageal sphincter,,22955616,1/6/20,0.032,20727,0.927
GSM4250711,GSE143098,gastroesophageal_sphincter,Gastroesophageal sphincter,,22955616,1/6/20,0.032,21810,0.922
GSM4250722,GSE143103,ascending_aorta,Ascending aorta,,22955616,1/6/20,0.166,44712,0.825
GSM4250723,GSE143104,colon,Colon,,22955616,1/6/20,0.04,18624,0.941
GSM4250724,GSE143104,colon,Colon,,22955616,1/6/20,0.122,28935,0.9
GSM4250731,GSE143108,colon,Colon,,22955616,1/6/20,0.15,38770,0.853
GSM4250733,GSE143108,colon,Colon,,22955616,1/6/20,0.056,27450,0.918
GSM4256994,GSE143313,breast,Breast,,32352029,1/9/20,0.248,38441,0.898
GSM4272680,GSE143691,A2780,Ovary,"Endometrioid carcinoma of ovary, Ovarian endometrioid adenocarcinoma",32320655,4/1/20,0.012,12301,0.951
GSM4272681,GSE143691,A2780cis,Ovary,"Endometrioid carcinoma of ovary, Ovarian endometrioid adenocarcinoma",32320655,4/1/20,0.019,17258,0.953
GSM4276844,GSE143937,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",,1/1/21,0.077,33437,0.896
GSM4282639,GSE144196,mesenchymal_stromal,Mesenchymal stromal,,34011964,5/26/21,0.053,29002,0.772
GSM4282640,GSE144196,mesenchymal_stromal,Mesenchymal stromal,,34011964,5/26/21,0.119,58918,0.555
GSM4282641,GSE144196,mesenchymal_stromal,Mesenchymal stromal,,34011964,5/26/21,0.083,35628,0.763
GSM4282643,GSE144196,mesenchymal_stromal,Mesenchymal stromal,,34011964,5/26/21,0.077,26010,0.826
GSM4282644,GSE144196,mesenchymal_stromal,Mesenchymal stromal,,34011964,5/26/21,0.104,19447,0.9
GSM4314797,GSE145327,neural_crest,Neural crest,,32991838,9/28/20,0.277,43624,0.843
GSM4314798,GSE145327,neural_crest_stem,Neural crest stem,,32991838,9/28/20,0.263,44173,0.84
GSM4340693,GSE140782,BM-hMSC-TERT4,"Bone marrow, stroma",,33020665,8/13/20,0.524,59866,0.745
GSM4340694,GSE140782,BM-hMSC-TERT4,"Bone marrow, stroma",,33020665,8/13/20,0.578,76058,0.675
GSM4340695,GSE140782,adipocyte,Adipocyte,,33020665,8/13/20,0.554,61185,0.727
GSM4340696,GSE140782,adipocyte,Adipocyte,,33020665,8/13/20,0.6,76545,0.668
GSM4378617,GSE131583,HL-60,Peripheral blood,"Adult acute myeloid leukemia, Acute myeloid leukemia",32249213,4/7/20,0.231,50095,0.823
GSM4378618,GSE131583,HL-60,Peripheral blood,"Adult acute myeloid leukemia, Acute myeloid leukemia",32249213,4/7/20,0.236,47270,0.839
